,id,mean,size,label,weight
1869,1870,1841,290155,0,100
1870,1871,1845,378972,0,100
1871,1872,1852,614370,0,100
1872,1873,1864,205197,0,100
1873,1874,1871,158999,0,100
1874,1875,1848,158999,0,100
1875,1876,1842,158999,0,100
1876,1877,1843,179509,0,100
1877,1878,1840,181589,0,100
1878,1879,1869,164607,0,100
1879,1880,1864,176998,0,100
1880,1881,1856,162157,0,100
1881,1882,1845,586058,0,100
1882,1883,1864,181332,0,100
1883,1884,1846,295454,0,100
1884,1885,1847,393600,0,100
1885,1886,1846,627515,0,100
1886,1887,1834,208924,0,100
1887,1888,1848,161740,0,100
1888,1889,1859,161740,0,100
1889,1890,1867,161740,0,100
1890,1891,1840,182491,0,100
1891,1892,1855,185381,0,100
1892,1893,1878,167327,0,100
1893,1894,1859,180365,0,100
1894,1895,1840,164740,0,100
1895,1896,1848,594492,0,100
1896,1897,1842,183947,0,100
1897,1898,1845,302056,0,100
1898,1899,1843,398426,0,100
1899,1900,1854,649644,0,100
1900,1901,1846,212846,0,100
1901,1902,1830,164982,0,100
1902,1903,1835,164982,0,100
1903,1904,1857,164982,0,100
1904,1905,1862,185554,0,100
1905,1906,1869,187972,0,100
1906,1907,1846,168110,0,100
1907,1908,1846,180690,0,100
1908,1909,1848,168202,0,100
1909,1910,1842,594700,0,100
1910,1911,1833,184930,0,100
1911,1912,1841,308330,0,100
1912,1913,1843,405325,0,100
1913,1914,1851,629483,0,100
1914,1915,1899,216759,0,100
1915,1916,1836,163484,0,100
1916,1917,1867,163484,0,100
1917,1918,1861,163484,0,100
1918,1919,1856,189908,0,100
1919,1920,1841,191403,0,100
1920,1921,1840,170993,0,100
1921,1922,1827,185151,0,100
1922,1923,1832,170054,0,100
1923,1924,1841,618996,0,100
1924,1925,1858,188781,0,100
1925,1926,1855,314881,0,100
1926,1927,1837,418488,0,100
1927,1928,1847,676240,0,100
1928,1929,1842,220423,0,100
1929,1930,1860,169488,0,100
1930,1931,1840,169488,0,100
1931,1932,1848,169488,0,100
1932,1933,1854,188303,0,100
1933,1934,1855,194975,0,100
1934,1935,1856,174202,0,100
1935,1936,1859,187685,0,100
1936,1937,1851,172315,0,100
1937,1938,1835,620134,0,100
1938,1939,1871,192027,0,100
1939,1940,1854,321917,0,100
1940,1941,1852,414360,0,100
1941,1942,1842,682018,0,100
1942,1943,1857,223938,0,100
1943,1944,1839,172448,0,100
1944,1945,1835,172448,0,100
1945,1946,1826,172448,0,100
1946,1947,1830,194267,0,100
1947,1948,1833,197838,0,100
1948,1949,1856,176636,0,100
1949,1950,1850,190571,0,100
1950,1951,1865,174297,0,100
1951,1952,1836,608869,0,100
1952,1953,1843,194202,0,100
1953,1954,1847,327322,0,100
1954,1955,1834,435384,0,100
1955,1956,1846,694925,0,100
1956,1957,1862,226913,0,100
1957,1958,1844,174137,0,100
1958,1959,1850,174137,0,100
1959,1960,1851,174137,0,100
1960,1961,1847,197544,0,100
1961,1962,1826,201639,0,100
1962,1963,1862,178406,0,100
1963,1964,1840,192606,0,100
1964,1965,1842,176601,0,100
1965,1966,1848,632730,0,100
1966,1967,1851,196524,0,100
1967,1968,1851,334607,0,100
1968,1969,1855,444181,0,100
1969,1970,1835,705353,0,100
1970,1971,1896,231159,0,100
1971,1972,1702,176753,0,100
1972,1973,1702,176753,0,100
1973,1974,1684,176753,0,100
1974,1975,1694,201493,0,100
1975,1976,1677,204644,0,100
1976,1977,1677,183081,0,100
1977,1978,1679,196125,0,100
1978,1979,1671,179815,0,100
1979,1980,1685,629084,0,100
1980,1981,1686,200607,0,100
1981,1982,1705,340811,0,100
1982,1983,1682,424164,0,100
1983,1984,1678,726671,0,100
1984,1985,1671,234454,0,100
1985,1986,1670,179080,0,100
1986,1987,1675,179080,0,100
1987,1988,1674,179080,0,100
